title,bathrooms,bedrooms,price,square_meters,cityname,state,latitude,longitude,source,luxury
Studio apartment 2256 N. Cleveland,1.0,1.0,965,29.759999999999998,Chicago,IL,41.8625,-87.6825,RentLingo,0
Studio apartment 2901 Euclid Avenue,1.0,0.0,675,29.759999999999998,Cleveland,OH,41.4648,-81.6794,RentLingo,1
One BR West 7th Avenue,1.0,1.0,925,29.853,Lakewood,CO,39.6894,-105.1119,RentLingo,0
Studio apartment 735 W. Wisconsin Ave,1.0,1.0,845,29.946,Milwaukee,WI,43.0531,-87.9659,RentLingo,0
Studio apartment 409 W Wilson St,1.0,2.0,700,30.132,Madison,WI,43.0724,-89.4003,RentLingo,0
Two BR Apartment - Located in Boston s vibrant and historic North End,1.0,2.0,2700,30.225,Boston,MA,42.328,-71.071,RentDigs.com,1
Studio apartment 211 Yacht Club Way,1.0,2.0,1995,30.225,Redondo Beach,CA,33.8517,-118.3978,RentLingo,0
One BR 4110 12th Ave NE,1.0,1.0,1350,30.225,Seattle,WA,47.616,-122.3275,RentLingo,0
Studio apartment 61 E. 21st Street,1.0,2.0,1349,30.225,Chicago,IL,41.8625,-87.6825,RentLingo,0
Studio apartment 811 E. Bridger Ave.,1.0,2.0,975,30.225,Las Vegas,NV,36.1554,-115.1733,RentLingo,1
Studio apartment 644 W. Surf,1.0,0.0,925,30.225,Chicago,IL,41.8625,-87.6825,RentLingo,0
Studio apartment 4721 29 South Ellis Street,1.0,2.0,899,30.225,Chicago,IL,41.8625,-87.6825,RentLingo,0
1458 East Main Street,1.0,2.0,700,30.225,Bridgeport,CT,41.1873,-73.1811,RentDigs.com,1
Studio apartment 2836 Airport Highway,1.0,2.0,325,30.225,Toledo,OH,41.6675,-83.5837,RentLingo,0
Last Studio New Carpet! Move in today at $957 and don't pay rent until 2018,1.0,1.0,915,30.69,Denver,CO,39.6665,-105.0962,RentDigs.com,1
Studio apartment 108 N. Salisbury Street,1.0,0.0,799,30.69,West Lafayette,IN,40.4969,-86.9659,RentLingo,1
Studio apartment 615 E Armour Blvd,1.0,1.0,710,30.69,Kansas City,MO,39.0744,-94.5521,RentLingo,0
Studio apartment 634 Powell Street,1.0,2.0,2695,30.876,San Francisco,CA,37.7599,-122.4379,RentLingo,0
Studio apartment 691 O'farrell Street,1.0,1.0,2295,30.876,San Francisco,CA,37.7599,-122.4379,RentLingo,0
Studio apartment 1251 S Bellaire St,1.0,2.0,1079,30.969,Denver,CO,39.736,-104.9819,RentLingo,0
Studio apartment 1211 East 5th Street,1.0,2.0,1386,31.062,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 600 E. 5th Street,1.0,1.0,800,31.155,Des Moines,IA,41.5927,-93.6276,RentLingo,0
Studio apartment 449 O'farrell Street,1.0,0.0,2195,31.248,San Francisco,CA,37.7856,-122.4121,RentLingo,0
Studio apartment 3575 N Oakland Ave,1.0,2.0,1100,31.248,Shorewood,WI,43.0834,-87.8861,RentLingo,0
Studio apartment 610 Horatio Street,1.0,1.0,1099,31.248,Tampa,FL,28.0076,-82.4792,RentLingo,0
Studio apartment 919 N. Stone Ave,1.0,0.0,625,31.248,Tucson,AZ,32.2264,-110.9438,RentLingo,1
Studio apartment 1521 Reagan Hill Drive,1.0,2.0,809,31.341,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 685 Geary Street,1.0,0.0,2295,31.434,San Francisco,CA,37.7599,-122.4379,RentLingo,0
Studio apartment 1258 Nw 3rd Ave,1.0,2.0,1160,31.434,Gainesville,FL,29.6533,-82.3656,RentLingo,1
Studio apartment 1636 N. 3rd Avenue,1.0,2.0,998,31.434,Wausau,WI,44.9605,-89.6304,RentLingo,0
Studio apartment 901 Sw King Avenue,1.0,2.0,990,31.434,Portland,OR,45.5091,-122.6449,RentLingo,0
Studio apartment 528 State Street,1.0,1.0,785,31.62,Madison,WI,43.0724,-89.4003,RentLingo,0
Studio apartment 400 S. Grant Street,1.0,2.0,720,31.62,West Lafayette,IN,40.4969,-86.9659,RentLingo,1
Studio apartment 27 E 7th Street,1.0,0.0,1240,31.713,Tempe,AZ,33.3898,-111.9272,RentLingo,1
Studio apartment 814 California Street,1.0,0.0,2395,31.806,San Francisco,CA,37.7599,-122.4379,RentLingo,0
Studio apartment 705 N. 5th Street,1.0,2.0,480,31.806,Lafayette,IN,40.3613,-86.9005,RentLingo,1
Studio apartment 1351 Passenger Street,1.0,0.0,800,31.992,Chattanooga,TN,35.0462,-85.2352,RentLingo,1
Studio apartment 1516 Nw 51st St,1.0,1.0,1655,32.178,Seattle,WA,47.616,-122.3275,RentLingo,1
Studio apartment 116 Oak Grove St,1.0,1.0,899,32.178,Minneapolis,MN,44.9855,-93.3023,RentLingo,1
Studio apartment 3717-21 Westminster Pl. Westminster Place,1.0,1.0,600,32.271,Saint Louis,MO,38.6274,-90.304,RentLingo,0
Studio apartment 701 E. Armour Boulevard,1.0,2.0,699,32.364,Kansas City,MO,39.0744,-94.5521,RentLingo,0
Studio apartment 434 Leavenworth Street,1.0,0.0,2195,32.55,San Francisco,CA,37.7599,-122.4379,RentLingo,0
Studio apartment 518 E William St,1.0,2.0,1670,32.55,Ann Arbor,MI,42.2711,-83.745,RentLingo,0
One BR Calle De Rico,1.0,1.0,1650,32.55,San Jose,CA,37.3108,-121.8645,RentLingo,1
Studio apartment 4201 Mass Ave. Nw,1.0,2.0,1550,32.55,Washington,DC,38.9118,-77.0132,RentLingo,0
Studio apartment 4226 W. Adams Blvd.,1.0,0.0,1400,32.55,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
Studio apartment 1385 NW 22nd Ave.,1.0,0.0,1299,32.55,Portland,OR,45.5091,-122.6449,RentLingo,0
Studio apartment 1718 Summit Ave,1.0,0.0,1299,32.55,Seattle,WA,47.616,-122.3275,RentLingo,0
Studio apartment 1 Water Street,1.0,2.0,1200,32.55,Haverhill,MA,42.7742,-71.0937,RentLingo,1
Studio apartment 4311 Spruce Street,1.0,1.0,1145,32.55,Philadelphia,PA,40.0054,-75.1415,RentLingo,0
One BR 1610 Chadbourne Ave,1.0,1.0,1000,32.55,Madison,WI,43.0724,-89.4003,RentLingo,1
Studio apartment 4750 N Clarendon Ave,1.0,0.0,940,32.55,Chicago,IL,41.8625,-87.6825,RentLingo,0
Studio apartment 5350 Silverthorne Rd.,1.0,2.0,895,32.55,Westerville,OH,40.1119,-82.9128,RentLingo,1
Studio apartment 306 W 38th St,1.0,0.0,875,32.55,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 7220 E McKellips Rd,1.0,1.0,849,32.55,Scottsdale,AZ,33.5783,-111.8902,RentLingo,0
Studio apartment 6341 S Western Ave,1.0,1.0,800,32.55,Chicago,IL,41.8625,-87.6825,RentLingo,0
Studio apartment 328 W. 8th Avenue,1.0,0.0,710,32.55,Spokane,WA,47.6794,-117.4018,RentLingo,0
"Furnished Studio in Cumberland, MD - Available Now",1.0,0.0,699,32.55,Cumberland,MD,39.597,-78.8345,RentDigs.com,1
Studio apartment 810 E 42nd Ave,1.0,2.0,695,32.55,Anchorage,AK,61.1723,-149.8414,RentLingo,1
Studio apartment 122-126 East Genesee Street,1.0,0.0,600,32.55,Syracuse,NY,43.047,-76.156,RentLingo,0
Studio apartment 3020 S. Sixth Ave,1.0,0.0,592,32.55,Tucson,AZ,32.2264,-110.9438,RentLingo,0
Studio apartment 3910 Ne Tillamook St,1.0,1.0,1225,32.643,Portland,OR,45.5091,-122.6449,RentLingo,1
Studio apartment 1630 E 6th St,1.0,2.0,1246,32.736,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio Apartment in Quiet Building - Los Angeles,1.0,0.0,1225,32.736,Los Angeles,CA,34.0786,-118.2615,RentDigs.com,1
Studio apartment 133 Sw Mcclendon Drive,1.0,1.0,675,32.922,Lees Summit,MO,38.9163,-94.3719,RentLingo,1
Studio apartment 845 N. Harvard Blvd.,1.0,0.0,1400,33.015,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
One BR 509 W. Main,1.0,1.0,585,33.015,Urbana,IL,40.1171,-88.1889,RentLingo,0
Studio apartment 4659 S. Drexel Blvd.,1.0,2.0,1125,33.201,Chicago,IL,41.8625,-87.6825,RentLingo,0
Welcome to Clifton Park & Clifton House Apartments - A great tohome. $614/mo,1.0,2.0,614,33.201,Cleveland,OH,41.4729,-81.7374,RentDigs.com,0
Studio apartment 60 S. Munn Ave,1.0,2.0,1225,33.48,East Orange,NJ,40.7647,-74.2119,RentLingo,0
Studio apartment 155 LIberty St NE,1.0,2.0,875,33.48,Salem,OR,44.9545,-123.0072,RentLingo,0
Studio apartment 1919 BURTON DR.,1.0,2.0,850,33.48,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 511 W Doty St,1.0,1.0,670,33.48,Madison,WI,43.0724,-89.4003,RentLingo,0
One BR 103 E Chalmers,1.0,1.0,639,33.48,Champaign,IL,40.1145,-88.2723,RentLingo,1
One BR 2613 E Archer St.,1.0,1.0,495,33.48,Tulsa,OK,36.116,-95.9281,RentLingo,0
Studio apartment 3701 Massachusetts Avenue Nw,1.0,2.0,1750,33.666,Washington,DC,38.9118,-77.0132,RentLingo,1
Studio apartment 6012 N. Kenmore,1.0,1.0,1050,33.666,Chicago,IL,41.8625,-87.6825,RentLingo,0
Studio apartment 4548 Avenue A,1.0,0.0,950,33.666,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 1415 SE Pardee St.,1.0,2.0,1200,34.131,Portland,OR,45.5091,-122.6449,RentLingo,0
Studio apartment 5300 5308 S. Hyde Park Boulevard,1.0,1.0,985,34.131,Chicago,IL,41.8625,-87.6825,RentLingo,0
Studio apartment 1199 Whitney Avenue,1.0,2.0,965,34.224,Hamden,CT,41.3708,-72.9259,RentLingo,0
One BR 415 Mitzi St. #7,1.0,1.0,530,34.224,North Muskegon,MI,43.2932,-86.2829,RentLingo,0
Studio apartment 2302 E Denny Way,1.0,2.0,1530,34.317,Seattle,WA,47.616,-122.3275,RentLingo,0
One BR One BA downstairs unit in a gated complex in.,1.0,1.0,1000,34.317,Long Beach,CA,33.7815,-118.1934,RentDigs.com,0
Studio apartment 300 E. Armour Boulevard,1.0,1.0,720,34.317,Kansas City,MO,39.064,-94.5819,RentLingo,0
Studio apartment 32 Union Street,1.0,0.0,1225,34.41,New Brunswick,NJ,40.4841,-74.4526,RentLingo,0
Studio apartment 1431 SW Park Ave,1.0,1.0,1025,34.41,Portland,OR,45.5091,-122.6449,RentLingo,0
One BR 800 E South St,1.0,1.0,765,34.41,Alvin,TX,29.4,-95.2394,RentLingo,1
One BR 2501 Pico Blvd,1.0,1.0,1975,34.875,Santa Monica,CA,34.0231,-118.4811,RentLingo,1
One BR 1830 Upas Street 1-41,1.0,1.0,1525,34.875,San Diego,CA,32.7876,-117.1265,RentLingo,0
Studio apartment 2350 Se 37th Ave,1.0,1.0,1175,34.875,Portland,OR,45.5091,-122.6449,RentLingo,1
Studio apartment 3220 DUVAL RD.,1.0,2.0,940,34.875,Austin,TX,30.3054,-97.7497,RentLingo,1
Studio apartment 120 Wiggins,1.0,1.0,850,34.875,West Lafayette,IN,40.4969,-86.9659,RentLingo,1
Studio apartment 6060 N 7th St,1.0,1.0,829,34.875,Phoenix,AZ,33.5178,-112.0848,RentLingo,0
Studio apartment 230 S Grant Street,1.0,0.0,799,34.875,West Lafayette,IN,40.4969,-86.9659,RentLingo,1
Studio apartment 1405 5th Street Se,1.0,2.0,773,34.875,Minneapolis,MN,44.9855,-93.3023,RentLingo,0
One BR 505 Stoughton Rd.,1.0,1.0,386,34.875,Edgerton,WI,42.8224,-89.0658,RentLingo,1
Studio apartment 10495 Sw 14th Ter,1.0,2.0,1400,35.061,Miami,FL,25.7603,-80.3005,RentLingo,1
Studio apartment 240 Cumberland Street,1.0,1.0,3095,35.153999999999996,San Francisco,CA,37.7599,-122.4379,RentLingo,1
Studio apartment 2100 Se Belmont Street,1.0,2.0,1275,35.153999999999996,Portland,OR,45.5091,-122.6449,RentLingo,0
Studio apartment 2504 MANOR,1.0,0.0,929,35.153999999999996,Austin,TX,30.3054,-97.7497,RentLingo,0
"Charming Studio, One BA. Dog OK!",1.0,2.0,1591,35.247,Cerritos,CA,33.8666,-118.0485,RentDigs.com,1
One BR 1520 Gough Street,1.0,1.0,2895,35.339999999999996,San Francisco,CA,37.7599,-122.4379,RentLingo,0
Studio apartment 2079 Market Street,1.0,0.0,2695,35.339999999999996,San Francisco,CA,37.7599,-122.4379,RentLingo,0
Studio apartment 942 Beech Street,1.0,0.0,1400,35.339999999999996,San Diego,CA,32.7876,-117.1265,RentLingo,0
Studio apartment 124 E 3rd Ave,1.0,2.0,955,35.339999999999996,Anchorage,AK,61.1723,-149.8414,RentLingo,0
One BR 2855 W. Anklam Road,1.0,1.0,540,35.339999999999996,Tucson,AZ,32.2264,-110.9438,RentLingo,1
Studio apartment 795 Pine Street,1.0,2.0,2895,35.433,San Francisco,CA,37.7599,-122.4379,RentLingo,0
Studio apartment 33 8th St.,1.0,2.0,2874,35.525999999999996,San Francisco,CA,37.7599,-122.4379,RentLingo,0
Two BR 301 Lippencott St.,1.0,2.0,635,35.525999999999996,Knoxville,TN,35.9695,-83.981,RentLingo,1
Studio apartment 4726 4740 South Woodlawn Ave.,1.0,1.0,902,35.712,Chicago,IL,41.8625,-87.6825,RentLingo,0
Studio apartment 1126 Bush Street,1.0,0.0,2395,35.805,San Francisco,CA,37.7599,-122.4379,RentLingo,0
One BR 8216 N. Chautauqua Blvd.,1.0,1.0,1250,35.805,Portland,OR,45.5091,-122.6449,RentLingo,0
"One BR 421, 429, 439, 441 South Dunn St.",1.0,1.0,540,35.805,Bloomington,IN,39.1471,-86.5136,RentLingo,1
Broadway Apartments,1.0,1.0,350,35.805,Central City,KY,37.2935,-87.127,ListedBuy,1
Studio apartment 1818 Sw 4th Avenue,1.0,2.0,1262,35.898,Portland,OR,45.5091,-122.6449,RentLingo,1
Studio apartment 4725 Se Division St,1.0,0.0,1115,36.177,Portland,OR,45.5091,-122.6449,RentLingo,1
Studio apartment 1 Point St,1.0,2.0,2095,36.27,Providence,RI,41.824,-71.4315,RentLingo,1
Studio apartment 2651 16th St Nw,1.0,1.0,1800,36.27,Washington,DC,38.9118,-77.0132,RentLingo,1
Studio apartment 4618 Middlebrook Road,1.0,2.0,879,36.27,Orlando,FL,28.5163,-81.3644,RentLingo,1
Studio apartment 325 Pearl Street,1.0,1.0,699,36.27,West Lafayette,IN,40.4969,-86.9659,RentLingo,1
Studio apartment 704 Stoughton,1.0,1.0,640,36.27,Urbana,IL,40.1171,-88.1889,RentLingo,0
Studio apartment 3506 MANCHACA,1.0,1.0,999,36.363,Austin,TX,30.3054,-97.7497,RentLingo,1
Studio apartment 2705 MANOR,1.0,1.0,959,36.363,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 2400 Pennsylvania Ave NW,1.0,0.0,1654,36.549,Washington,DC,38.9118,-77.0132,RentLingo,0
Studio apartment 6701 Blanco Road,1.0,2.0,995,36.549,Castle Hills,TX,29.5122,-98.5226,RentLingo,1
Studio apartment 2700 MANOR,1.0,0.0,919,36.642,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 542 N. Alexandria,1.0,0.0,1350,36.735,Los Angeles,CA,34.0372,-118.2972,RentLingo,0
"Studio apartment 5301 5309 South Ellis St,",1.0,1.0,1045,36.735,Chicago,IL,41.8625,-87.6825,RentLingo,0
Studio apartment 3517 NORTH HILLS DR.,1.0,2.0,976,36.735,Austin,TX,30.3054,-97.7497,RentLingo,1
"Two BR 2110 Bill Mcdonald Pkwy, Ste 1",1.0,2.0,762,36.735,Bellingham,WA,48.7871,-122.4437,RentLingo,1
Studio apartment 1901 Mariposa Dr,1.0,1.0,1050,36.828,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR 4111 Ne Broadway St,1.0,1.0,1225,36.921,Portland,OR,45.5091,-122.6449,RentLingo,1
Studio apartment 676 Geary Street,1.0,2.0,2495,37.014,San Francisco,CA,37.7599,-122.4379,RentLingo,0
Studio apartment 5242 S Hyde Park Blvd,1.0,1.0,1173,37.014,Chicago,IL,41.8625,-87.6825,RentLingo,1
Studio apartment 3505 SOUTH LAMAR,1.0,2.0,1005,37.014,Austin,TX,30.3054,-97.7497,RentLingo,1
Studio apartment Lamar and Panther,1.0,2.0,1000,37.014,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 7227 E. HWY. 290,1.0,2.0,875,37.014,Austin,TX,30.3054,-97.7497,RentLingo,0
Two BR Se 3rd Place,1.0,2.0,3000,37.2,Dania Beach,FL,26.0512,-80.147,RentLingo,1
Studio apartment 1846 9th Street Unit 4,1.0,0.0,2450,37.2,Santa Monica,CA,34.0231,-118.4811,RentLingo,0
One BR E Eastwood Dr,1.0,1.0,2050,37.2,Anaheim,CA,33.8323,-117.9079,RentLingo,1
Studio apartment 1421 Massachusetts Ave,1.0,0.0,1659,37.2,Washington,DC,38.9118,-77.0132,RentLingo,1
One BR Lake Tapps Pkwy E Se,1.0,1.0,1625,37.2,Auburn,WA,47.3002,-122.2168,RentLingo,0
Studio apartment 86-25 Van Wyck Expressway,1.0,0.0,1599,37.2,Briarwood,NY,40.6997,-73.8103,RentLingo,0
One BR Linda Vista Dr,1.0,1.0,1500,37.2,San Marcos,CA,33.1463,-117.1694,RentLingo,1
One BR East Orangewood,1.0,1.0,1500,37.2,Anaheim,CA,33.8323,-117.9079,RentLingo,1
Studio apartment 4217 Oliver Ct.,1.0,0.0,1450,37.2,San Diego,CA,32.7876,-117.1265,RentLingo,0
One BR Bonsai Court,1.0,1.0,1415,37.2,San Rafael,CA,37.9917,-122.5247,RentLingo,0
One BR S Troy St,1.0,1.0,1400,37.2,Aurora,CO,39.6828,-104.8078,RentLingo,0
One BR 728 S Main St,1.0,1.0,1395,37.2,Ann Arbor,MI,42.2711,-83.745,RentLingo,1
One BR 3675-3773 King St,1.0,1.0,1375,37.2,La Mesa,CA,32.7685,-117.0046,RentLingo,0
One BR Park St,1.0,1.0,1355,37.2,Bellflower,CA,33.8897,-118.1257,RentLingo,0
One BR 42nd Street N.e,1.0,1.0,1345,37.2,Washington,DC,38.9118,-77.0132,RentLingo,0
One BR Trull Street,1.0,1.0,1250,37.2,Somerville,MA,42.3895,-71.1039,RentLingo,0
Studio apartment 1606 E. Hyde Park Blvd,1.0,2.0,1242,37.2,Chicago,IL,41.8625,-87.6825,RentLingo,0
One BR 700 Se Cesar E Chavez Blvd,1.0,1.0,1225,37.2,Portland,OR,45.5091,-122.6449,RentLingo,1
One BR Gilchrist Drive #4,1.0,1.0,1215,37.2,San Jose,CA,37.3108,-121.8645,RentLingo,0
One BR N. 49th Place,1.0,1.0,1200,37.2,Phoenix,AZ,33.5178,-112.0848,RentLingo,1
One BR 410 N. Butler Street,1.0,1.0,1160,37.2,Madison,WI,43.0724,-89.4003,RentLingo,1
One BR 8101-b Greenspring Way,1.0,1.0,1150,37.2,Owings Mills,MD,39.4276,-76.7727,RentLingo,0
One BR West 77th Drive,1.0,1.0,1100,37.2,Arvada,CO,39.8228,-105.1107,RentLingo,0
"Lovely Portsmouth, One BR, One BA",1.0,1.0,1100,37.2,Portsmouth,NH,43.0681,-70.7854,RentDigs.com,1
Studio apartment 301 S Gomez Ave,1.0,2.0,1099,37.2,Tampa,FL,28.0076,-82.4792,RentLingo,0
Studio apartment 700 HEARN ST.,1.0,1.0,1095,37.2,Austin,TX,30.3054,-97.7497,RentLingo,1
Studio apartment 1300 SPYGLASS DRIVE,1.0,2.0,1090,37.2,Austin,TX,30.3054,-97.7497,RentLingo,1
Studio apartment 2207 SOUTH 5TH STREET,1.0,2.0,1085,37.2,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 1608 W. Sherwin Avenue,1.0,1.0,1050,37.2,Chicago,IL,41.8625,-87.6825,RentLingo,0
Studio apartment 1200 BARTON HILLS DR.,1.0,2.0,1045,37.2,Austin,TX,30.3054,-97.7497,RentLingo,1
Studio apartment 2121 DICKSON DR.,1.0,2.0,1040,37.2,Austin,TX,30.3054,-97.7497,RentLingo,1
One BR S.w. 5th Court,1.0,1.0,1035,37.2,Pembroke Pines,FL,26.0066,-80.2959,RentLingo,1
Studio apartment 15400 East Evans Avenue,1.0,2.0,1012,37.2,Aurora,CO,39.6828,-104.8078,RentLingo,0
Studio apartment 3801 Spring Garden Street,1.0,1.0,1000,37.2,Philadelphia,PA,40.0054,-75.1415,RentLingo,1
One BR S 64th St,1.0,1.0,1000,37.2,Tacoma,WA,47.2154,-122.4608,RentLingo,0
One BR 620 16th Street East #1-5,1.0,1.0,995,37.2,Minneapolis,MN,44.9855,-93.3023,RentLingo,0
Studio apartment 1020 E. 45TH STREET,1.0,3.0,975,37.2,Austin,TX,30.3043,-97.7169,RentLingo,0
Studio apartment 1814 Waterston Avenue,1.0,0.0,975,37.2,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR Ne 8 Street,1.0,1.0,975,37.2,Pembroke Pines,FL,26.0066,-80.2959,RentLingo,0
One BR Groundsel Pl,1.0,1.0,950,37.2,Clayton,NC,35.6101,-78.4715,RentLingo,0
Studio apartment 817 12th Ave Se,1.0,2.0,945,37.2,Minneapolis,MN,44.9855,-93.3023,RentLingo,0
Studio apartment 2104 San Gabriel St,1.0,0.0,925,37.2,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR Spring Ridge Trace,1.0,1.0,925,37.2,Roswell,GA,34.0364,-84.3473,RentLingo,0
Newmarket - superb Apartment nearby fine dining. Cat OK!,1.0,1.0,925,37.2,Newmarket,NH,43.0758,-70.9427,RentDigs.com,0
Studio apartment Park Trails Apartments 4531 W 36 1/2 ST,1.0,1.0,919,37.2,Saint Louis Park,MN,44.9368,-93.3605,RentLingo,0
One BR Moorhead Avenue,1.0,1.0,910,37.2,Boulder,CO,40.0213,-105.2552,RentLingo,0
Studio apartment 2601 PENNY LANE,1.0,3.0,900,37.2,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR Lacy Drive,1.0,1.0,900,37.2,Manassas,VA,38.7418,-77.4684,RentLingo,0
One BR Dry Creek Rd.,1.0,1.0,900,37.2,Austin,TX,30.3054,-97.7497,RentLingo,1
Owner Pays All Utilities!,1.0,1.0,899,37.2,Newport News,VA,37.1451,-76.5397,RentDigs.com,1
Studio apartment 2919 West Ave,1.0,2.0,895,37.2,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 6811 GREAT NORTHERN,1.0,0.0,895,37.2,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 3408 Speedway,1.0,0.0,895,37.2,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 910 West 26th St,1.0,0.0,895,37.2,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR Albion Circle,1.0,1.0,875,37.2,Thornton,CO,39.8895,-104.9641,RentLingo,0
Studio apartment 1300 PARKER LN.,1.0,2.0,875,37.2,Austin,TX,30.3054,-97.7497,RentLingo,0
One BR Ne Kane Dr,1.0,1.0,875,37.2,Gresham,OR,45.4913,-122.4185,RentLingo,0
One BR Carleton Rd,1.0,1.0,865,37.2,West Hartford,CT,41.7609,-72.7477,RentLingo,0
Studio apartment 2005 WILLOW CREEK,1.0,2.0,857,37.2,Austin,TX,30.3054,-97.7497,RentLingo,0
Studio apartment 802 Stanford,1.0,0.0,850,37.2,Houston,TX,29.7714,-95.4343,RentLingo,0
One BR Glenfield Manor Ln,1.0,1.0,850,37.2,Houston,TX,29.7714,-95.4343,RentLingo,0
One BR Cr 25,1.0,1.0,845,37.2,Fort Lupton,CO,40.0994,-104.8079,RentLingo,0
Studio Apartment for Rent in Baltimore** Utilities,1.0,0.0,829,37.2,Baltimore,MD,39.3284,-76.6021,RentDigs.com,1
One BR E Linvale Dr.,1.0,1.0,800,37.2,Aurora,CO,39.6828,-104.8078,RentLingo,0
Studio apartment 455 N Grant Street,1.0,1.0,799,37.2,West Lafayette,IN,40.4969,-86.9659,RentLingo,0
Studio apartment 6700 S. Oglesby,1.0,2.0,799,37.2,Chicago,IL,41.8625,-87.6825,RentLingo,1
Studio apartment (partial part of a house),1.5,0.0,750,37.2,Las Vegas,NV,36.193,-115.2946,RentDigs.com,1
Studio apartment 407 11th Ave SW,1.0,2.0,720,37.2,Forest Lake,MN,45.2764,-92.9901,RentLingo,0
One BR 1586 - 1588 Indianola Ave,1.0,1.0,720,37.2,Columbus,OH,39.9974,-82.9829,RentLingo,0
One BR Mcintosh Dr,1.0,1.0,700,37.2,Longmont,CO,40.162,-105.1342,RentLingo,0
One BR South Wolff Street,1.0,1.0,700,37.2,Denver,CO,39.736,-104.9819,RentLingo,0
Studio apartment 1200 W 16th St,1.0,2.0,695,37.2,Cameron,TX,30.8542,-96.9773,RentLingo,0
One BR Gate Parkway North Apartment 2312,1.0,1.0,691,37.2,Jacksonville,FL,30.2989,-81.6324,RentLingo,1
One BR Sw 78 Th Court Miami,1.0,1.0,690,37.2,Miami,FL,25.7603,-80.3005,RentLingo,0
One BR 508 E Cottage Grove Ave 515 E 10th St,1.0,1.0,660,37.2,Bloomington,IN,39.1471,-86.5136,RentLingo,0
Studio apartment 1136 South 29th Street,1.0,0.0,615,37.2,Omaha,NE,41.2562,-96.0404,RentLingo,0
One BR Bergen St.,1.0,1.0,600,37.2,North Fort Myers,FL,26.6942,-81.8779,RentLingo,1
One BR Yosemite Way,1.0,1.0,600,37.2,Denver,CO,39.736,-104.9819,RentLingo,0
Studio apartment 18 S. 4th Street,1.0,2.0,599,37.2,Lafayette,IN,40.3613,-86.9005,RentLingo,0
"In College Hill, close to UNCG and GC",1.0,0.0,500,37.2,Greensboro,NC,36.0646,-79.8238,RentDigs.com,1
"Charming One BR, One BA. Washer/Dryer Hookups!",1.0,1.0,499,37.2,Shreveport,LA,32.3841,-93.6685,RentDigs.com,1
One BR E. 24th Place #101,1.0,1.0,475,37.2,Denver,CO,39.736,-104.9819,RentLingo,0
Studio apartment 4151-4201 Logangate Road,1.0,1.0,435,37.2,Youngstown,OH,41.0767,-80.674,RentLingo,0
Studio apartment 505 4th Street SW,1.0,2.0,425,37.2,Minot,ND,48.2469,-101.3017,RentLingo,0
Studio apartment 4440 Gulfway Dr,1.0,2.0,300,37.2,Port Arthur,TX,29.9142,-93.9383,RentLingo,0
One BR 301 W 39TH ST,1.0,1.0,975,37.293,Austin,TX,30.3054,-97.7497,RentLingo,1
Studio apartment 250 Kendall Street,1.0,2.0,2460,37.386,Cambridge,MA,42.3635,-71.0825,RentLingo,0
Studio apartment 11220 District Dr,1.0,2.0,1050,37.479,Wauwatosa,WI,43.0735,-88.0172,RentLingo,1
Two BR 202 West Longleaf Drive,2.0,2.0,1198,37.572,Auburn,AL,32.5975,-85.4777,RentLingo,1
Studio apartment 5555 East 14th St.,1.0,1.0,635,37.572,Tucson,AZ,32.2264,-110.9438,RentLingo,1
Studio apartment 136 & 138 Highland Avenue,1.0,0.0,1975,37.665,Somerville,MA,42.3895,-71.1039,RentLingo,0
Welcome to eaves Seal Beach. Pet OK!,1.0,2.0,1725,37.665,Seal Beach,CA,33.7606,-118.0806,RentDigs.com,1
"Studio apartment 3300 16th Street, Nw",1.0,0.0,1495,37.665,Washington,DC,38.9118,-77.0132,RentLingo,0
Studio apartment 1640 North Water Street,1.0,1.0,1085,37.665,Milwaukee,WI,43.0531,-87.9659,RentLingo,0
Super Cute! Apartment for Rent!,1.0,0.0,1085,37.665,Denver,CO,39.7333,-104.914,RentDigs.com,1
5115 N 40th St,1.0,2.0,849,37.665,Phoenix,AZ,33.4993,-111.9838,GoSection8,1
Studio apartment 300 Chatham Park Dr,1.0,3.0,780,37.665,Pittsburgh,PA,40.4448,-79.9725,RentLingo,1
